0,7500,0,"Fill"
0,15000,1,"Fill"
0,22500,2,"Fill"
0,30000,3,"Fill"
38000,45000,0,"BlueScreen"
38000,45000,1,"BlueScreen"
38000,45000,2,"BlueScreen"
38000,45000,3,"BlueScreen"
48750,48900,2,"FadeOut"
51095,51700,0,"FadeOut"
51095,51700,3,"FadeOut"
52500,52650,1,"FadeOut"
52650,56250,2,"Outline"
56250,56550,0,"LineVertDown"
56250,56550,3,"LineVertDown"
58595,60235,1,"LineVertUp"
58595,60235,2,"LineVertUp"
